Carrera,Grupo,Clave,Materia,CRN,Profesor,Dia,Hora inicio,Hora Fin,Aula,Modalidad
Lic. en Gerontologia,6A,I4030,PRACTICA GERONTOLOGICA EN LA COMUNIDAD,217558,MIRELES HERNANDEZ MARIA FERNANDA,SABADO,14,17,EL53,TOTAL PRESENCIAL
Lic. en Gerontologia,7A,I4032,PRACTICA GERONTOLOGICA INSTITUCIONAL,226412,GARCIA JIMENEZ KARINA,LUNES,14,18,PRACTICA - AULA 3,
Lic. en Gerontologia,7A,I4061,EVALUACION COGNITIVA Y DEMENCIA,234337,CARDENAS ROSAS ANDREA,LUNES,18,20,EL53,
Lic. en Gerontologia,7A,I4058,REHABILITACION FISICA II,234835,AMADOR NARANJO GUADALUPE,LUNES,20,21,EL25,
Lic. en Gerontologia,7A,I4056,CONTABILIDAD PARA LA EMPRESA,225123,MORON QUINTERO ESMERALDA JOSEFINA,MARTES,18,20,EL82,
Lic. en Gerontologia,7A,I4061,EVALUACION COGNITIVA Y DEMENCIA,234337,CARDENAS ROSAS ANDREA,MIERCOLES,8,10,D3,
Lic. en Gerontologia,7A,I4037,VALORACION GERONTOLOGICA IV,234341,REMIGIO FIGUEROA MARICRUZ,MIERCOLES,10,12,MOVIL - AULA 3,
Lic. en Gerontologia,7A,REC06,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,12,14,AULA-RECREACION-19,
Lic. en Gerontologia,7A,I4058,REHABILITACION FISICA II,234835,AMADOR NARANJO GUADALUPE,MIERCOLES,14,18,D5,
Lic. en Gerontologia,7A,I4056,CONTABILIDAD PARA LA EMPRESA,225123,MORON QUINTERO ESMERALDA JOSEFINA,JUEVES,8,10,MOVIL - AULA 1,
Lic. en Gerontologia,7A,I4039,NUTRICION,234819,SANCHEZ MURGUIA TANIA PAOLA,JUEVES,10,12,SD1,
Lic. en Gerontologia,7A,REC06,RECREACION Y APROVECHAMIENTO,,,JUEVES,12,14,AULA-RECREACION-11,
Lic. en Gerontologia,7A,I4041,HABITAT Y URBANISMO,226408,GUERRERO CONTRERAS FRANCISCO,JUEVES,14,16,A14,
Lic. en Gerontologia,7A,I4012,BIOETICA,226400,MUÑOZ REYES JOSE ROBERTO,JUEVES,16,18,A2,
Lic. en Gerontologia,7A,I4058,REHABILITACION FISICA II,234835,AMADOR NARANJO GUADALUPE,VIERNES,8,10,LAB. CIENCIAS CLINICAS,
Lic. en Gerontologia,7A,I4032,PRACTICA GERONTOLOGICA INSTITUCIONAL,226412,GARCIA JIMENEZ KARINA,VIERNES,12,14,CITA 0,
Lic. en Gerontologia,7A,I4052,SEMINARIO DE INVESTIGACION III,226414,RUMBO MORALES REYNA ISABEL,VIERNES,14,16,D4,
Lic. en Gerontologia,7A,I4039,NUTRICION,234819,SANCHEZ MURGUIA TANIA PAOLA,SABADO,15,16,EL120,
Lic. en Gerontologia,7A,I4037,VALORACION GERONTOLOGICA IV,234341,REMIGIO FIGUEROA MARICRUZ,SABADO,16,17,EL23,
Lic. en Gerontologia,7A,I4032,PRACTICA GERONTOLOGICA INSTITUCIONAL,226412,GARCIA JIMENEZ KARINA,SABADO,17,20,EL24,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251830,OCHOA SANCHEZ BERTHA ALICIA,LUNES,8,14,NHCGJIM-10,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251830,OCHOA SANCHEZ BERTHA ALICIA,LUNES,20,22,EL14,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251832,REMIGIO FIGUEROA MARICRUZ,LUNES,20,22,EL40,
Lic. en Gerontologia,8A,I4057,PSICOLOGIA Y DESARROLLO ORGANIZACIONAL,251135,GALVEZ ALVAREZ TANIA,MARTES,8,10,CITA1,
Lic. en Gerontologia,8A,I4038,PROFESIONALIZACION GERONTOLOGICA,251133,GALVEZ ALVAREZ TANIA,MARTES,10,12,B6,
Lic. en Gerontologia,8A,I4054,TANATOLOGIA,251136,MUÑOZ ANACONA YINETH ALEJANDRA,MARTES,12,14,B1,
Lic. en Gerontologia,8A,I4062,CLINICA DE LA MEMORIA,251132,GALVEZ ALVAREZ TANIA,MARTES,14,16,D7,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251831,OCHOA SANCHEZ BERTHA ALICIA,MARTES,20,22,EL21,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251832,REMIGIO FIGUEROA MARICRUZ,MIERCOLES,12,16,LAB. C. CLINICAS,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251831,OCHOA SANCHEZ BERTHA ALICIA,MIERCOLES,20,22,EL17,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251831,OCHOA SANCHEZ BERTHA ALICIA,JUEVES,8,14,NHCGJIM-10,
Lic. en Gerontologia,8A,I4062,CLINICA DE LA MEMORIA,251132,GALVEZ ALVAREZ TANIA,JUEVES,16,21,EL68,
Lic. en Gerontologia,8A,I4031,PRACTICA GERONTOLOGICA HOSPITALARIA,251830,OCHOA SANCHEZ BERTHA ALICIA,JUEVES,20,22,EL12,
Lic. en Gerontologia,8A,I4053,SEMINARIO DE INVESTIGACION IV,251020,RUMBO MORALES REYNA ISABEL,VIERNES,8,10,MOVIL - AULA 5,
Lic. en Gerontologia,8A,I4059,TERAPIA FISICA,251871,AMADOR NARANJO GUADALUPE,VIERNES,12,14,D10,
Lic. en Gerontologia,8A,I4059,TERAPIA FISICA,251871,AMADOR NARANJO GUADALUPE,VIERNES,14,16,D8,
Lic. en Gerontologia,8A,I4059,TERAPIA FISICA,251871,AMADOR NARANJO GUADALUPE,VIERNES,19,20,EL22,
Lic. en Gerontologia,8A,I4057,PSICOLOGIA Y DESARROLLO ORGANIZACIONAL,251135,GALVEZ ALVAREZ TANIA,SABADO,18,19,EL28,
Lic. en Gerontologia,8A,I4054,TANATOLOGIA,251136,MUÑOZ ANACONA YINETH ALEJANDRA,SABADO,19,20,EL93,
Lic. Enfermeria,1A,I8551,SALUD PUBLICA,183762,TOVAR GARCIA JOSE RAYMUNDO,LUNES,18,19,EL19,TOTAL PRESENCIAL
Lic. Enfermeria,1A,TUT01,TUTORIAS,,,MARTES,8,10,EL24,
Lic. Enfermeria,1A,I8549,SOCIEDAD Y SALUD,209547,MACIAS LLAMAS ESTHER,MARTES,10,12,C4,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8684,TEORIAS Y PROCESO DE ENFERMERIA,183760,SALAZAR ANDRADE DIANA LAURA,MARTES,12,14,CITA1,TOTAL PRESENCIAL
Lic. Enfermeria,1A,REC05,RECREACION Y APROVECHAMIENTO,,,MARTES,14,16,AULA-RECREACION-8,
Lic. Enfermeria,1A,I8675,BIOQUIMICA HUMANA,138514,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,MARTES,16,18,A2,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8675,BIOQUIMICA HUMANA,138514,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,MIERCOLES,10,12,D7,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8735,FUNDAMENTOS DE ANATOMIA,138553,SOLORZANO CAMACHO SUSANA ELIZABETH,MIERCOLES,12,14,A16,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8551,SALUD PUBLICA,183762,TOVAR GARCIA JOSE RAYMUNDO,MIERCOLES,14,16,C16,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8684,TEORIAS Y PROCESO DE ENFERMERIA,183760,SALAZAR ANDRADE DIANA LAURA,MIERCOLES,16,18,C16,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8673,"ALIMENTACION,NUTRICION Y SOCIEDAD",183757,ZAVALA GARCIA GERARDO NAHUN,JUEVES,8,10,D1,
Lic. Enfermeria,1A,I8735,FUNDAMENTOS DE ANATOMIA,138553,SOLORZANO CAMACHO SUSANA ELIZABETH,JUEVES,10,12,D2,TOTAL PRESENCIAL
Lic. Enfermeria,1A,I8547,COMUNICACION Y TECNOLOGIAS DE LA INFORMACION,69549,ESTRADA GARCÍA JUAN ALONSO,JUEVES,12,14,A6,TOTAL PRESENCIAL
Lic. Enfermeria,1A,REC05,RECREACION Y APROVECHAMIENTO,,,JUEVES,14,16,AULA-RECREACION-3,
Lic. Enfermeria,1B,I8551,SALUD PUBLICA,183923,MEZA AGUIRRE RAFAEL,MARTES,18,19,EL25,TOTAL PRESENCIAL
Lic. Enfermeria,1B,TUT01,TUTORIAS,,,MIERCOLES,8,10,EL29,
Lic. Enfermeria,1B,I8675,BIOQUIMICA HUMANA,182001,GUERRA RENTERIA ARACELY SUGGEY,MIERCOLES,10,12,B2,TOTAL PRESENCIAL
Lic. Enfermeria,1B,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,12,14,AULA-RECREACION-25,
Lic. Enfermeria,1B,I8684,TEORIAS Y PROCESO DE ENFERMERIA,183761,RAMIREZ EVANGELISTA MAYRA LETICIA,MIERCOLES,14,16,A3,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8547,COMUNICACION Y TECNOLOGIAS DE LA INFORMACION,102056,ESTRADA GARCÍA JUAN ALONSO,MIERCOLES,16,18,A5,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8684,TEORIAS Y PROCESO DE ENFERMERIA,183761,RAMIREZ EVANGELISTA MAYRA LETICIA,JUEVES,10,12,B1,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8675,BIOQUIMICA HUMANA,182001,GUERRA RENTERIA ARACELY SUGGEY,JUEVES,12,14,D12,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8551,SALUD PUBLICA,183923,MEZA AGUIRRE RAFAEL,JUEVES,14,16,A12,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8549,SOCIEDAD Y SALUD,119921,SOTELO TAPIA CAROLINA,VIERNES,10,12,D1,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8735,FUNDAMENTOS DE ANATOMIA,199252,ULLOA PEREZ JOB ISAIAS,VIERNES,12,14,B7,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8673,"ALIMENTACION,NUTRICION Y SOCIEDAD",183922,VIZCAINO GUZMAN IRMA YOLANDA,VIERNES,14,16,C5,TOTAL PRESENCIAL
Lic. Enfermeria,1B,I8735,FUNDAMENTOS DE ANATOMIA,199252,ULLOA PEREZ JOB ISAIAS,VIERNES,16,18,B8,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8680,PARASITOLOGIA Y MICROBIOLOGIA,187668,GUERRA RENTERIA ARACELY SUGGEY,LUNES,8,10,CITA3,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8677,FUNDAMENTOS DE FISIOLOGIA,187665,SIFUENTES FRANCO SONIA,LUNES,12,14,D4,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8685,FUNDAMENTOS DE ENFERMERIA,187663,RAMIREZ EVANGELISTA MAYRA LETICIA,LUNES,14,16,D4,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8694,SALUD Y SUSTENTABILIDAD AMBIENTAL,128250,DELGADILLO JAUREGUI DAVID,LUNES,16,18,C4,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8677,FUNDAMENTOS DE FISIOLOGIA,187665,SIFUENTES FRANCO SONIA,LUNES,18,19,EL18,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8685,FUNDAMENTOS DE ENFERMERIA,187663,RAMIREZ EVANGELISTA MAYRA LETICIA,LUNES,19,20,EL105,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8677,FUNDAMENTOS DE FISIOLOGIA,187665,SIFUENTES FRANCO SONIA,MARTES,8,10,B10,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8552,PSICOLOGIA,187654,ORTIZ SANCHEZ DIANA,MARTES,10,12,C2,HIBRIDA
Lic. Enfermeria,2A,REC05,RECREACION Y APROVECHAMIENTO,,,MARTES,10,12,AULA-RECREACION-18,
Lic. Enfermeria,2A,I8685,FUNDAMENTOS DE ENFERMERIA,187663,RAMIREZ EVANGELISTA MAYRA LETICIA,MARTES,12,14,A8,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8680,PARASITOLOGIA Y MICROBIOLOGIA,187668,GUERRA RENTERIA ARACELY SUGGEY,MARTES,14,16,A5,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8556,EPIDEMIOLOGIA,212299,DELGADILLO JAUREGUI DAVID,MIERCOLES,19,20,EL20,TOTAL EN LINEA
Lic. Enfermeria,2A,I8674,BIOLOGIA MOLECULAR,187659,MARTINEZ BELTRAN PAOLA VIRIDIANA,JUEVES,16,18,ELS1,TOTAL PRESENCIAL
Lic. Enfermeria,2A,I8552,PSICOLOGIA,187654,ORTIZ SANCHEZ DIANA,VIERNES,18,19,EL25,HIBRIDA
Lic. Enfermeria,2A,I8556,EPIDEMIOLOGIA,212299,DELGADILLO JAUREGUI DAVID,SABADO,10,12,C6,TOTAL EN LINEA
Lic. Enfermeria,2A,I8674,BIOLOGIA MOLECULAR,187659,MARTINEZ BELTRAN PAOLA VIRIDIANA,SABADO,12,14,C6,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8677,FUNDAMENTOS DE FISIOLOGIA,187666,SOLORZANO CAMACHO SUSANA ELIZABETH,MARTES,8,10,A2,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8694,SALUD Y SUSTENTABILIDAD AMBIENTAL,128249,SOTELO TAPIA CAROLINA,MARTES,10,12,A9,TOTAL PRESENCIAL
Lic. Enfermeria,2B,REC05,RECREACION Y APROVECHAMIENTO,,,MARTES,12,14,AULA-RECREACION-5,
Lic. Enfermeria,2B,I8685,FUNDAMENTOS DE ENFERMERIA,187664,HERNANDEZ GONZALEZ VERONICA,MARTES,14,16,A11,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8552,PSICOLOGIA,187653,MUÑOZ ANACONA YINETH ALEJANDRA,MARTES,16,18,B10,HIBRIDA
Lic. Enfermeria,2B,I8680,PARASITOLOGIA Y MICROBIOLOGIA,187669,GUERRA RENTERIA ARACELY SUGGEY,MIERCOLES,8,10,A10,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8685,FUNDAMENTOS DE ENFERMERIA,187664,HERNANDEZ GONZALEZ VERONICA,MIERCOLES,12,14,A10,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8677,FUNDAMENTOS DE FISIOLOGIA,187666,SOLORZANO CAMACHO SUSANA ELIZABETH,MIERCOLES,14,16,C1,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8556,EPIDEMIOLOGIA,187661,TIERRABLANCA SANTIZO OLGA CECILIA,MIERCOLES,16,18,B6,TOTAL EN LINEA
Lic. Enfermeria,2B,I8677,FUNDAMENTOS DE FISIOLOGIA,187666,SOLORZANO CAMACHO SUSANA ELIZABETH,MIERCOLES,19,20,EL10,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8674,BIOLOGIA MOLECULAR,187660,GONZALEZ RUIZ HECTOR ANDRES,JUEVES,16,18,ELS3,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8556,EPIDEMIOLOGIA,187661,TIERRABLANCA SANTIZO OLGA CECILIA,JUEVES,18,19,EL09,TOTAL EN LINEA
Lic. Enfermeria,2B,I8552,PSICOLOGIA,187653,MUÑOZ ANACONA YINETH ALEJANDRA,JUEVES,19,20,EL91,HIBRIDA
Lic. Enfermeria,2B,I8685,FUNDAMENTOS DE ENFERMERIA,187664,HERNANDEZ GONZALEZ VERONICA,VIERNES,19,20,EL27,TOTAL PRESENCIAL
Lic. Enfermeria,2B,I8674,BIOLOGIA MOLECULAR,187660,GONZALEZ RUIZ HECTOR ANDRES,SABADO,10,12,B1,TOTAL PRESENCIAL
Lic. Enfermeria,2B,REC05,RECREACION Y APROVECHAMIENTO,,,SABADO,12,14,AULA-RECREACION-1,
Lic. Enfermeria,2B,I8680,PARASITOLOGIA Y MICROBIOLOGIA,187669,GUERRA RENTERIA ARACELY SUGGEY,SABADO,14,16,A12,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8692,ENFERMERIA EN SALUD MENTAL,193441,MORA HERNANDEZ HECTOR MANUEL,LUNES,18,19,EL31,HIBRIDA
Lic. Enfermeria,3A,I8678,FISIOPATOLOGIA CLINICA,193447,DELGADILLO JAUREGUI DAVID,LUNES,20,21,EL20,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8682,ENFERMERIA DEL ADULTO,193439,CARRILLO ESCALANTE MARIA ORLANDA,MARTES,19,22,ELS1,HIBRIDA
Lic. Enfermeria,3A,I8548,BIOETICA Y UNIVERSIDAD,122286,MEZA AGUIRRE RAFAEL,MIERCOLES,10,12,B16,TOTAL PRESENCIAL
Lic. Enfermeria,3A,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,13,14,AULA-RECREACION-39,
Lic. Enfermeria,3A,I8693,ENFERMERIA COMUNITARIA,193437,HERNANDEZ GONZALEZ VERONICA,MIERCOLES,14,16,B3,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8678,FISIOPATOLOGIA CLINICA,193447,DELGADILLO JAUREGUI DAVID,MIERCOLES,16,18,B14,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8679,FARMACOLOGIA CLINICA,193444,ULLOA PEREZ JOB ISAIAS,JUEVES,19,20,EL73,HIBRIDA
Lic. Enfermeria,3A,I8697,ENFERMERIA Y REGULACION PROFESIONAL,128786,CARDENAS DE HARO SARAI,VIERNES,10,12,CITA3,HIBRIDA
Lic. Enfermeria,3A,I8693,ENFERMERIA COMUNITARIA,193437,HERNANDEZ GONZALEZ VERONICA,VIERNES,12,14,A7,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8679,FARMACOLOGIA CLINICA,193444,ULLOA PEREZ JOB ISAIAS,VIERNES,14,16,C6,HIBRIDA
Lic. Enfermeria,3A,I8697,ENFERMERIA Y REGULACION PROFESIONAL,128786,CARDENAS DE HARO SARAI,VIERNES,20,21,EL1,HIBRIDA
Lic. Enfermeria,3A,I8678,FISIOPATOLOGIA CLINICA,193447,DELGADILLO JAUREGUI DAVID,SABADO,8,10,B10,TOTAL PRESENCIAL
Lic. Enfermeria,3A,I8692,ENFERMERIA EN SALUD MENTAL,193441,MORA HERNANDEZ HECTOR MANUEL,SABADO,10,12,B5,HIBRIDA
Lic. Enfermeria,3A,I8679,FARMACOLOGIA CLINICA,193444,ULLOA PEREZ JOB ISAIAS,SABADO,12,14,B5,HIBRIDA
Lic. Enfermeria,3A,I8682,ENFERMERIA DEL ADULTO,193439,CARRILLO ESCALANTE MARIA ORLANDA,SABADO,14,16,B5,HIBRIDA
Lic. Enfermeria,3A,I8548,BIOETICA Y UNIVERSIDAD,122286,MEZA AGUIRRE RAFAEL,SABADO,16,17,EL89,TOTAL PRESENCIAL
Lic. Enfermeria,3B,I8548,BIOETICA Y UNIVERSIDAD,69559,PADILLA MIRANDA LEOBARDO,LUNES,8,10,EL18,TOTAL EN LINEA
Lic. Enfermeria,3B,I8692,ENFERMERIA EN SALUD MENTAL,193442,MORA HERNANDEZ HECTOR MANUEL,LUNES,19,20,EL26,HIBRIDA
Lic. Enfermeria,3B,I8678,FISIOPATOLOGIA CLINICA,193448,SOLORZANO CAMACHO SUSANA ELIZABETH,MARTES,19,20,EL14,TOTAL PRESENCIAL
Lic. Enfermeria,3B,I8697,ENFERMERIA Y REGULACION PROFESIONAL,128785,SALAZAR ANDRADE DIANA LAURA,MIERCOLES,8,10,C11,HIBRIDA
Lic. Enfermeria,3B,I8678,FISIOPATOLOGIA CLINICA,193448,SOLORZANO CAMACHO SUSANA ELIZABETH,MIERCOLES,10,12,A11,TOTAL PRESENCIAL
Lic. Enfermeria,3B,I8693,ENFERMERIA COMUNITARIA,193438,SALAZAR ANDRADE DIANA LAURA,MIERCOLES,12,14,D14,TOTAL PRESENCIAL
Lic. Enfermeria,3B,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,14,16,AULA-RECREACION-2,
Lic. Enfermeria,3B,I8682,ENFERMERIA DEL ADULTO,193440,CARRILLO ESCALANTE MARIA ORLANDA,JUEVES,19,22,ELS4,HIBRIDA
Lic. Enfermeria,3B,I8679,FARMACOLOGIA CLINICA,193445,ULLOA PEREZ JOB ISAIAS,VIERNES,8,10,C9,HIBRIDA
Lic. Enfermeria,3B,I8678,FISIOPATOLOGIA CLINICA,193448,SOLORZANO CAMACHO SUSANA ELIZABETH,VIERNES,10,12,C6,TOTAL PRESENCIAL
Lic. Enfermeria,3B,I8693,ENFERMERIA COMUNITARIA,193438,SALAZAR ANDRADE DIANA LAURA,VIERNES,14,16,B6,TOTAL PRESENCIAL
Lic. Enfermeria,3B,I8548,BIOETICA Y UNIVERSIDAD,69559,PADILLA MIRANDA LEOBARDO,VIERNES,16,17,EL50,TOTAL EN LINEA
Lic. Enfermeria,3B,I8679,FARMACOLOGIA CLINICA,193445,ULLOA PEREZ JOB ISAIAS,VIERNES,19,20,EL09,HIBRIDA
Lic. Enfermeria,3B,I8697,ENFERMERIA Y REGULACION PROFESIONAL,128785,SALAZAR ANDRADE DIANA LAURA,VIERNES,20,21,EL11,HIBRIDA
Lic. Enfermeria,3B,I8682,ENFERMERIA DEL ADULTO,193440,CARRILLO ESCALANTE MARIA ORLANDA,SABADO,10,12,B6,HIBRIDA
Lic. Enfermeria,3B,I8692,ENFERMERIA EN SALUD MENTAL,193442,MORA HERNANDEZ HECTOR MANUEL,SABADO,12,14,B1,HIBRIDA
Lic. Enfermeria,3B,I8679,FARMACOLOGIA CLINICA,193445,ULLOA PEREZ JOB ISAIAS,SABADO,14,16,B1,HIBRIDA
Lic. Enfermeria,4A,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195006,ALVAREZ URIBE MARISOL,LUNES,7,19,CS-AMECA-02,
Lic. Enfermeria,4A,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195005,ARROYO PESQUEDA MYRIAM AURORA,LUNES,7,19,CS-TALA-02,
Lic. Enfermeria,4A,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195004,RAMIREZ ORTIZ PATRICIA MARIA,LUNES,7,17,CS-COCULA-02,
Lic. Enfermeria,4A,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195003,CAMPANTE ARTEAGA XOCHITL GARDENIA,LUNES,7,19,CS-MAGDALENA-02,
Lic. Enfermeria,4A,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,195011,ABUNDIZ SOLIS KARLA DEL ROCIO,MIERCOLES,7,21,HIMSS-TALA-02,
Lic. Enfermeria,4A,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,199030,RAMIREZ ORTIZ PATRICIA MARIA,MIERCOLES,7,21,H-ASENC-01,
Lic. Enfermeria,4A,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,195010,SERRANO DIAZ VICTOR,MIERCOLES,7,21,HR-COCULA-01,
Lic. Enfermeria,4A,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,234910,MARTINEZ ROMERO ERIKA FLORISELA,MIERCOLES,7,21,HR-MAGDALENA-01,
Lic. Enfermeria,4A,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,195009,GARCIA RAMOS TERESA DE JESUS,MIERCOLES,7,21,HR-AMECA-02,
Lic. Enfermeria,4A,I4016,REHABILITACION FISICA I,212402,AMADOR NARANJO GUADALUPE,SABADO,8,12,B16,TOTAL PRESENCIAL
Lic. Enfermeria,4A,I8689,ENFERMERIA DEL ADULTO MAYOR,194997,GARCIA CASTAÑEDA ADRIANA,SABADO,12,15,B10,TOTAL PRESENCIAL
Lic. Enfermeria,4A,I8638,ACTUALIDADES EN SALUD,108297,MARTINEZ BELTRAN PAOLA VIRIDIANA,SABADO,15,16,B10,TOTAL PRESENCIAL
Lic. Enfermeria,4A,I8638,ACTUALIDADES EN SALUD,108297,MARTINEZ BELTRAN PAOLA VIRIDIANA,SABADO,17,18,EL71,TOTAL PRESENCIAL
Lic. Enfermeria,4B,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195007,RAMIREZ ORTIZ PATRICIA MARIA,MARTES,7,17,CS-COCULA-02,
Lic. Enfermeria,4B,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,195008,ARROYO PESQUEDA MYRIAM AURORA,MARTES,7,19,CS-TALA-02,
Lic. Enfermeria,4B,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,199029,ALVAREZ URIBE MARISOL,MARTES,7,12,CS-AMECA-02,
Lic. Enfermeria,4B,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,234908,CAMPANTE ARTEAGA XOCHITL GARDENIA,MARTES,7,19,CS-MAGDALENA-02,
Lic. Enfermeria,4B,I8705,PRACTICA PROFESIONAL DE ENFERMERIA COMUNITARIA,199029,ALVAREZ URIBE MARISOL,MARTES,14,21,CS-AMECA-02,
Lic. Enfermeria,4B,I8638,ACTUALIDADES EN SALUD,140885,MEZA AGUIRRE RAFAEL,MIERCOLES,19,20,EL50,TOTAL PRESENCIAL
Lic. Enfermeria,4B,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,196070,SERRANO DIAZ VICTOR,JUEVES,7,21,HR-COCULA-02,
Lic. Enfermeria,4B,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,251839,MARTINEZ ROMERO ERIKA FLORISELA,JUEVES,7,21,HR-MAGDALENA-02,
Lic. Enfermeria,4B,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,196071,GARCIA RAMOS TERESA DE JESUS,JUEVES,7,21,HR-AMECA-01,
Lic. Enfermeria,4B,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,251840,CARDENAS DE HARO SARAI,JUEVES,7,21,H-ASENC-02,
Lic. Enfermeria,4B,I8701,PRACTICA PROFESIONAL DE ENFERMERIA DEL ADULTO,196072,ABUNDIZ SOLIS KARLA DEL ROCIO,JUEVES,7,21,HIMSS-TALA-02,
Lic. Enfermeria,4B,I8689,ENFERMERIA DEL ADULTO MAYOR,194998,SALAZAR ANDRADE DIANA LAURA,SABADO,8,11,C2,TOTAL PRESENCIAL
Lic. Enfermeria,4B,I8638,ACTUALIDADES EN SALUD,140885,MEZA AGUIRRE RAFAEL,SABADO,11,12,B15,TOTAL PRESENCIAL
Lic. Enfermeria,4B,I4016,REHABILITACION FISICA I,222562,AMADOR NARANJO GUADALUPE,SABADO,12,16,B13,TOTAL PRESENCIAL
Lic. Enfermeria,5A,I8721,ENFERMERIA EN GERONTOLOGIA,199718,RAMIREZ EVANGELISTA MAYRA LETICIA,LUNES,10,12,D11,HIBRIDA
Lic. Enfermeria,5A,REC05,RECREACION Y APROVECHAMIENTO,,,LUNES,10,12,AULA-RECREACION-10,
Lic. Enfermeria,5A,I8687,ENFERMERIA DE LA MUJER Y EL RECIEN NACIDO,199216,HERNANDEZ GONZALEZ VERONICA,LUNES,12,14,A11,TOTAL PRESENCIAL
Lic. Enfermeria,5A,I8683,ENFERMERIA Y EL CUIDADO QUIRURGICO,199246,SALAZAR ANDRADE DIANA LAURA,LUNES,14,16,B16,TOTAL PRESENCIAL
Lic. Enfermeria,5A,I8700,GESTION Y ADMINISTRACION DE LOS SERVICIOS DE ENFERMERIA,199253,CARRILLO GUTIERREZ MARICELA,LUNES,17,18,EL20,TOTAL PRESENCIAL
